Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
OnePlus,OnePlus 12,Base,8,512,Croma,Like New,4500,200,2022,950,4.8,61204
Xiaomi,Redmi Note 12,FE,6,64,Amazon,Good,5500,64,2021,9608,4.4,11938
Samsung,A25,Neo,4,512,Official Store,Used,5200,200,2022,6971,4.8,16375
Motorola,Edge 40,Base,4,512,Official Store,Like New,5000,48,2023,5380,3.9,30735
Apple,i12,X,6,256,Official Store,Good,5500,64,2023,2062,3.5,48443
Samsung,S23,Neo,8,128,Offline Store,Like New,4500,108,2023,417,4.1,45560
OnePlus,OnePlus 11,Plus,6,128,Offline Store,Refurbished,5500,108,2023,8229,4.1,55000
Oppo,Find X5,Pro,8,128,Reliance Digital,Good,5000,12,2023,5323,4.9,89500
Google,Pixel 6,Neo,8,128,Flipkart,Refurbished,5000,108,2025,4385,3.5,42384
Apple,i14,X,12,128,Tata Cliq,Like New,5000,200,2023,7646,4.6,74808
Apple,i14,X,12,512,Reliance Digital,Like New,4000,12,2024,4150,4.2,73291
Samsung,Y15,Pro,8,64,Flipkart,Like New,4000,48,2025,3420,3.5,14442
Samsung,Y15,FE,12,64,Amazon,Like New,5200,108,2024,7697,4.7,13914
Oppo,Reno 10,Neo,4,512,Tata Cliq,Like New,5200,48,2024,9169,4.1,37880
OnePlus,OnePlus 8,X,12,256,Official Store,Used,5500,64,2021,6366,4.5,44400
Apple,i11,Pro Max,6,256,Amazon,Good,4000,108,2023,6779,4.2,44197
Samsung,F22,Ultra,12,256,Official Store,Refurbished,6000,48,2024,3250,4.4,171000
Xiaomi,Redmi Note 13,Neo,4,512,Reliance Digital,Like New,4500,200,2023,1917,4.5,20333
Samsung,A35,Pro Max,4,512,Tata Cliq,Good,5200,200,2023,7226,5,35621
Vivo,V50,T,6,256,Tata Cliq,Like New,4500,200,2022,3479,4,51744
Samsung,S25,Lite,6,64,Reliance Digital,Used,5000,108,2025,9964,4.7,84250
Oppo,Reno 8,X,4,64,Official Store,Good,5500,64,2023,5938,4.6,36727
Samsung,Z24,X,4,256,Croma,Like New,6000,108,2021,651,3.6,151000
Motorola,G71,FE,4,64,Official Store,Refurbished,5000,200,2025,2666,4.5,18616
OnePlus,T9,T,8,64,Official Store,Refurbished,5500,64,2021,258,4.8,51250
Poco,X4,X,8,128,Offline Store,Used,4000,48,2024,4243,4.5,15698
Oppo,Reno 11,Lite,12,512,Official Store,Refurbished,4000,108,2021,782,3.5,34900
Realme,GT 2,T,4,256,Flipkart,Good,5500,48,2022,7091,4.5,25027
Samsung,Z22,X,4,512,Tata Cliq,Refurbished,5200,48,2023,3843,4.8,131500
OnePlus,OnePlus 11,X,6,256,Amazon,Used,4500,108,2021,1688,4.4,60000
Apple,i12,FE,12,512,Official Store,Good,4000,48,2021,4894,4.9,42145
Motorola,G31,X,8,64,Official Store,Good,5500,200,2021,8179,4,14892
Vivo,V60,Lite,12,512,Flipkart,Good,4500,12,2025,2317,4,46309
Samsung,S22,Pro,4,512,Croma,Good,6000,200,2024,1967,3.9,49792
Samsung,F23,Pro Max,12,64,Flipkart,Used,4000,12,2023,2315,4.3,173250
Samsung,A55,T,6,128,Official Store,Good,5000,108,2022,6577,4.4,38796
Samsung,Z22,X,12,64,Flipkart,Used,6000,12,2021,8420,4.9,131500
OnePlus,OnePlus 12,FE,12,512,Amazon,Good,5500,200,2025,9322,4.6,66500
Vivo,V60,Lite,8,128,Official Store,Used,4500,108,2023,8622,4.3,44350
Samsung,Z24,Pro,12,256,Official Store,Refurbished,4000,200,2022,643,4.1,157000
Samsung,M14,Pro Max,6,128,Amazon,Refurbished,5200,108,2025,3597,3.7,18970
OnePlus,OnePlus 9,Lite,12,128,Reliance Digital,Refurbished,5500,48,2025,5351,3.7,39100
Samsung,A55,T,4,64,Tata Cliq,Like New,6000,12,2023,1365,4,40485
Oppo,Reno 9,Lite,12,64,Offline Store,Like New,5200,48,2022,219,4.7,30043
Realme,GT Neo 3,FE,4,128,Official Store,Like New,5500,200,2025,611,3.6,29102
Samsung,S23,Neo,4,256,Reliance Digital,Like New,5200,12,2023,3968,4.8,42726
Xiaomi,Redmi Note 12,FE,8,512,Reliance Digital,Good,4500,64,2021,4591,3.8,16664
Vivo,V30,T,12,128,Tata Cliq,Good,4000,64,2025,7680,4.7,42500
OnePlus,OnePlus 9,Pro Max,6,128,Flipkart,Refurbished,5200,200,2022,4451,4.7,60100
Realme,GT 2,Plus,4,512,Tata Cliq,Refurbished,5000,48,2024,2400,4.3,21591
Vivo,V30,Lite,6,64,Tata Cliq,Used,5200,48,2023,7807,4.8,34900
OnePlus,OnePlus 12,Neo,12,64,Croma,Refurbished,5200,12,2021,1517,4.7,63250
Samsung,M54,Base,4,256,Offline Store,Good,5000,200,2024,4834,4.4,27727
OnePlus,OnePlus 8,Lite,6,64,Amazon,Like New,5500,48,2024,7199,4.4,36473
Vivo,V30,Pro,6,512,Offline Store,Used,6000,64,2025,6874,3.9,46300
OnePlus,OnePlus 9,Pro,8,64,Tata Cliq,Used,5500,64,2023,5364,4.8,51700
Samsung,M34,FE,12,512,Flipkart,Refurbished,4000,64,2024,931,3.5,19694
Samsung,A55,Ultra,12,256,Flipkart,Like New,5200,108,2024,9929,4.5,46200
OnePlus,X2,Pro Max,6,512,Offline Store,Refurbished,5500,12,2023,3114,5,49250
Motorola,G71,FE,8,64,Reliance Digital,Refurbished,4500,64,2025,5699,4.7,18696
Samsung,M34,Pro Max,8,512,Croma,Refurbished,4500,48,2021,2814,4.4,22900
Samsung,M34,Lite,6,512,Tata Cliq,Like New,5000,108,2021,950,4.1,20924
Samsung,M14,Base,12,64,Flipkart,Refurbished,5200,200,2022,3358,4.3,10671
Vivo,V29,X,6,128,Offline Store,Refurbished,4500,64,2021,292,4.6,40500
Realme,GT Neo 3,T,8,128,Amazon,Good,4000,200,2025,4665,3.7,30764
Vivo,V30,Ultra,8,64,Offline Store,Like New,4000,64,2024,8774,4.7,55800
Apple,i11,Base,6,128,Flipkart,Good,6000,12,2023,2536,4,26188
Apple,i17,Ultra,6,128,Amazon,Good,4500,48,2023,8422,4.7,227000
Apple,i11,Pro Max,12,256,Amazon,Used,6000,64,2023,7439,3.5,41500
Motorola,G71,X,8,128,Reliance Digital,Good,4500,64,2023,2937,4.2,23741
Xiaomi,Redmi Note 13,Neo,12,256,Reliance Digital,Like New,6000,64,2023,5581,4,18086
Samsung,S23,Ultra,4,512,Tata Cliq,Refurbished,4500,64,2021,9730,4.8,67000
OnePlus,OnePlus 10,Pro,12,512,Offline Store,Used,5000,200,2021,2647,4.1,59800
Oppo,Reno 8,Lite,6,256,Official Store,Good,4500,108,2024,268,4.3,28074
Samsung,F23,Plus,12,64,Official Store,Used,5200,200,2023,5928,4.6,133000
Samsung,F23,Pro Max,6,256,Croma,Used,4500,200,2024,472,3.6,173250
Samsung,A55,Ultra,4,64,Tata Cliq,Used,6000,64,2021,6395,3.8,46200
Vivo,V60,Plus,12,64,Amazon,Like New,4000,12,2022,7658,3.8,55236
Samsung,S25,Pro,12,256,Flipkart,Good,5000,108,2025,4375,3.6,109750
Samsung,F22,Lite,6,128,Croma,Used,5500,12,2023,8552,3.7,110500
Samsung,S23,T,8,512,Amazon,Refurbished,5500,12,2022,9680,4.1,51250
Poco,X4,T,12,128,Flipkart,Good,5000,108,2024,845,3.6,18810
Vivo,V27,Plus,6,512,Tata Cliq,Used,5000,48,2022,7202,4.1,31000
Samsung,F24,Plus,12,256,Tata Cliq,Used,4500,12,2024,1983,4.6,145000
Samsung,Z24,Base,6,512,Offline Store,Used,4500,108,2021,2470,4.4,115000
Google,Pixel 7,Plus,12,256,Amazon,Good,4000,200,2025,5360,4.5,55447
Samsung,S24,Neo,12,512,Croma,Good,5000,48,2022,5706,4.3,47500
Vivo,V27,Pro,12,512,Croma,Used,6000,48,2025,8201,3.7,35500
Samsung,S24,Ultra,4,512,Reliance Digital,Used,4000,200,2023,3244,4.5,75000
Google,Pixel 6,FE,4,128,Official Store,Good,6000,108,2023,5935,3.7,46690
Samsung,Z22,Pro Max,12,128,Amazon,Good,5200,12,2023,6985,5,157750
Apple,i12,Ultra,12,64,Amazon,Like New,5200,108,2022,3804,4.3,59907
Samsung,Z23,Neo,8,256,Offline Store,Refurbished,5200,48,2025,8932,4.4,112600
Nothing,Phone 1,T,6,256,Croma,Good,5200,12,2024,515,4.7,32238
Google,Pixel 10,T,6,64,Official Store,Good,5200,108,2022,3531,4.8,93750
OnePlus,OnePlus 8,X,12,256,Tata Cliq,Good,6000,12,2025,861,5,44400
Apple,i17,Pro Max,12,128,Amazon,Like New,5200,64,2022,9140,3.7,219750
Samsung,F23,Plus,6,256,Croma,Good,6000,12,2023,958,4.4,133000
Apple,i13,FE,6,512,Flipkart,Used,4500,108,2023,8486,3.8,50000
Poco,X4,Pro Max,8,256,Official Store,Refurbished,5000,64,2022,500,4.4,20124
Vivo,V27,FE,4,512,Offline Store,Used,4500,48,2025,9495,3.8,28000
Vivo,V30,FE,6,256,Reliance Digital,Refurbished,5000,200,2023,6922,4,36800
OnePlus,OnePlus 11,T,6,64,Tata Cliq,Used,4500,48,2024,9072,4.8,57500
Google,Pixel 10,Plus,4,256,Official Store,Good,4500,48,2024,7980,3.7,89800
Samsung,Y15,Base,8,256,Tata Cliq,Good,4000,200,2025,6237,4,8017
Motorola,G31,X,12,64,Flipkart,Good,6000,48,2023,7544,4.2,11244
Vivo,V27,Pro,8,64,Official Store,Like New,5500,64,2022,5006,4.3,36673
Apple,i16,Pro,4,256,Official Store,Like New,5200,108,2021,1985,4.6,88150
Nothing,Phone 1,Neo,6,512,Official Store,Like New,4000,64,2025,6136,3.8,25249
Apple,i17,Ultra,8,128,Flipkart,Used,4500,64,2024,9639,4.9,227000
Samsung,S22,Ultra,8,64,Tata Cliq,Like New,5000,200,2021,4072,3.7,60533
Samsung,M34,Lite,6,64,Reliance Digital,Like New,6000,200,2021,2140,4.8,18920
Apple,i12,FE,4,512,Croma,Used,6000,12,2021,2019,5,39000
Realme,GT Neo 3,T,6,512,Amazon,Like New,5500,48,2023,5590,4.6,30412
OnePlus,OnePlus 11,Neo,6,128,Offline Store,Used,6000,48,2025,7195,4.7,47500
Samsung,A35,X,8,64,Offline Store,Like New,4500,12,2023,2574,4.6,31846
OnePlus,T8,Pro Max,6,128,Tata Cliq,Used,4500,64,2021,3164,4.3,57000
Apple,i17,Neo,8,256,Offline Store,Like New,4500,108,2025,4407,4.7,147250
Samsung,S21,Pro,8,128,Tata Cliq,Good,6000,48,2022,4626,3.9,44860
Samsung,F24,Base,8,256,Reliance Digital,Used,6000,48,2021,2152,4.6,120000
Apple,i17,Pro,8,512,Reliance Digital,Refurbished,5000,48,2022,4980,3.8,190750
OnePlus,T10,Neo,8,64,Amazon,Refurbished,4000,12,2025,9580,4,47500
Apple,i16,Base,4,512,Offline Store,Used,6000,200,2023,4193,4.9,64000
Xiaomi,Redmi Note 13,Neo,8,64,Croma,Good,4000,108,2021,8568,4.9,18246
Samsung,S21,Base,12,64,Reliance Digital,Refurbished,6000,200,2022,696,3.6,30000
Samsung,S21,Pro Max,12,128,Offline Store,Refurbished,5000,64,2024,3950,4.1,49250
Apple,i17,Neo,6,256,Official Store,Refurbished,5500,108,2024,851,4.6,147250
Xiaomi,Mi 13,T,8,512,Reliance Digital,Like New,4500,200,2021,8328,4.4,70000
Samsung,S22,X,12,512,Official Store,Used,5200,200,2024,653,4,47000
Samsung,A15,FE,6,256,Tata Cliq,Like New,4000,48,2022,1623,4.3,17249
Vivo,V30,X,4,128,Flipkart,Refurbished,5000,48,2023,3023,4.1,44400
OnePlus,X2,Lite,8,256,Flipkart,Good,6000,12,2025,1675,4.5,34317
Oppo,Reno 9,Pro,4,128,Flipkart,Like New,5000,200,2023,9394,4.2,42046
Samsung,Y20,Pro Max,4,64,Reliance Digital,Like New,4500,48,2022,6020,3.6,20126
Nothing,Phone 1,Base,12,64,Tata Cliq,Good,4000,200,2021,8262,4.9,25763
Vivo,V50,X,6,128,Amazon,Used,5000,200,2025,2075,3.8,53500
Google,Pixel 10,Pro,4,64,Official Store,Refurbished,4000,200,2023,8840,4,101650
Samsung,Z24,T,8,128,Reliance Digital,Good,4000,108,2023,231,4.6,145000
Samsung,S24,Plus,12,512,Tata Cliq,Like New,4000,200,2024,9230,5,56151
Google,Pixel 7,Ultra,6,256,Tata Cliq,Like New,5500,48,2024,1717,3.6,75232
OnePlus,X2,Lite,4,64,Reliance Digital,Like New,5500,12,2025,1589,4.1,36922
Samsung,F22,Plus,12,128,Tata Cliq,Like New,6000,48,2025,1840,3.7,127000
Apple,i14,Pro Max,6,256,Reliance Digital,Used,4000,48,2021,8853,4.1,88000
OnePlus,OnePlus 12,Neo,8,64,Amazon,Like New,4000,108,2024,9046,4.7,66276
Apple,i15,T,6,64,Amazon,Refurbished,4000,48,2021,6010,4.1,57500
Google,Pixel 10,Base,12,64,Official Store,Like New,5500,200,2021,3846,3.8,75923
Vivo,V60,T,8,128,Reliance Digital,Good,5500,64,2025,2358,4.9,54423
Xiaomi,Redmi Note 12,Pro,4,128,Reliance Digital,Like New,5000,200,2025,8795,4.5,17052
Xiaomi,Mi 13,Pro Max,6,64,Croma,Good,4000,12,2021,2745,3.8,88000
Google,Pixel 6,Pro Max,12,256,Croma,Good,4000,64,2023,1281,4.1,64750
Realme,GT 2,Pro,4,256,Tata Cliq,Like New,4500,12,2022,2574,4.5,25835
Apple,i13,Ultra,6,128,Official Store,Good,6000,12,2021,6076,4.6,75000
Poco,X4,Pro Max,8,256,Offline Store,Used,5200,200,2022,334,4,18250
Vivo,V40,T,6,128,Croma,Like New,4000,200,2023,5463,4.5,50954
Samsung,Z24,Pro Max,4,64,Amazon,Like New,4500,200,2021,2170,4.3,181000
Samsung,Y15,Neo,8,256,Reliance Digital,Like New,4500,64,2021,2334,4.9,9368
Google,Pixel 8,FE,4,256,Croma,Good,5000,12,2022,5723,4.9,59900
Apple,i17,Neo,8,512,Amazon,Refurbished,6000,64,2021,4524,4.5,147250
Apple,i14,Base,12,256,Croma,Like New,4500,64,2021,9342,4.7,57074
Samsung,S24,Pro,6,512,Amazon,Good,6000,108,2024,1562,4.9,62500
Samsung,F23,Pro,8,512,Amazon,Like New,4500,64,2024,1957,4,150250
Vivo,V25,Plus,6,128,Amazon,Refurbished,5200,48,2023,6019,3.7,27930
Samsung,M54,X,6,64,Flipkart,Refurbished,5200,12,2022,3938,4.7,34000
Realme,GT Neo 3,Ultra,12,512,Croma,Good,6000,108,2022,4559,4.8,36501
Google,Pixel 6,T,4,128,Tata Cliq,Good,4500,200,2025,7696,4.7,51250
OnePlus,OnePlus 11,Ultra,12,128,Flipkart,Good,5000,48,2023,3866,3.9,75000
Poco,X4,FE,4,128,Flipkart,Used,5500,48,2025,2669,4.4,13569
Samsung,Y20,Neo,6,64,Offline Store,Used,4500,64,2021,5766,4.1,9949
Motorola,G71,T,8,64,Reliance Digital,Like New,4500,48,2021,9322,3.7,18443
Oppo,Reno 11,Pro,6,512,Flipkart,Used,6000,64,2022,8623,4.4,46300
Oppo,Reno 9,T,4,256,Croma,Used,5200,200,2025,9429,4.8,35000
OnePlus,OnePlus 12,Ultra,12,256,Amazon,Refurbished,4000,48,2025,9873,3.6,99000
Oppo,Reno 10,Pro,8,512,Official Store,Like New,5500,48,2022,5434,3.6,42618
Samsung,A55,Neo,4,64,Official Store,Good,5000,200,2023,1629,4.2,28600
Apple,i17,Pro Max,12,64,Offline Store,Refurbished,5200,48,2022,8347,4.7,219750
Samsung,S22,T,8,512,Official Store,Refurbished,5500,200,2025,5258,3.9,45000
Samsung,Y30,Pro Max,8,64,Croma,Refurbished,5000,64,2023,2723,4.5,24972
OnePlus,OnePlus 10,FE,4,128,Flipkart,Used,6000,108,2024,2590,4.7,47800
Vivo,V30,Ultra,8,128,Official Store,Refurbished,5500,12,2024,1574,4.8,55800
Samsung,M34,T,6,256,Tata Cliq,Used,4000,12,2022,8837,3.8,20206
Samsung,S25,Pro Max,12,512,Amazon,Good,6000,200,2025,9950,3.7,126750
Google,Pixel 7,Pro Max,4,64,Reliance Digital,Used,5200,200,2021,331,5,72500
Samsung,Z23,Pro,8,64,Official Store,Like New,5000,64,2024,5411,3.6,146200
Vivo,V50,Neo,4,64,Reliance Digital,Like New,5200,200,2024,1250,4.4,45208
Apple,i15,Base,12,64,Flipkart,Like New,5000,108,2021,3341,4,48826
OnePlus,OnePlus 12,Lite,6,512,Amazon,Good,4500,48,2022,3248,4.9,63387
Oppo,Reno 11,Pro,6,512,Tata Cliq,Refurbished,5000,200,2022,5652,3.7,46300
Vivo,V25,X,4,256,Croma,Like New,5500,64,2023,5579,3.8,28928
Apple,i11,Plus,8,512,Offline Store,Like New,5000,200,2023,2998,4.4,31917
OnePlus,OnePlus 9,T,4,512,Amazon,Refurbished,4000,12,2025,5078,4.7,47500
Apple,i13,T,6,256,Tata Cliq,Used,4000,48,2023,5674,4.4,57500
Xiaomi,Mi 13,FE,12,256,Reliance Digital,Good,5000,200,2022,5407,3.6,62192
Xiaomi,Redmi Note 12,Base,4,256,Offline Store,Good,5200,48,2024,378,4.7,15196
Samsung,F23,Ultra,8,64,Croma,Good,5000,108,2022,9842,4.8,179000
Apple,i12,T,8,256,Tata Cliq,Refurbished,4500,64,2023,3525,3.8,45000
Xiaomi,Redmi Note 12,Ultra,6,128,Official Store,Refurbished,4500,64,2022,5236,3.8,21799
Samsung,A15,Pro,4,64,Tata Cliq,Good,6000,200,2021,2449,3.6,18743
Oppo,Reno 8,Plus,4,512,Croma,Refurbished,4500,12,2025,6547,4.9,32904
Samsung,A55,Pro,8,512,Croma,Used,6000,200,2022,1033,4.9,38200
Vivo,V29,FE,8,256,Offline Store,Like New,5200,48,2021,5451,4.7,38030
Vivo,V50,Pro,6,128,Offline Store,Refurbished,5200,108,2023,2273,3.7,55750
Google,Pixel 7,Lite,8,64,Amazon,Used,4000,108,2021,6007,3.8,47500
Samsung,M34,Base,4,64,Amazon,Used,5500,48,2025,2395,4.1,15163
Xiaomi,Redmi Note 13,FE,4,256,Official Store,Like New,4500,48,2021,5972,3.8,17961
Samsung,S21,FE,12,512,Offline Store,Refurbished,5000,64,2025,7120,3.7,35423
OnePlus,X2,Plus,8,64,Tata Cliq,Like New,4000,48,2022,1350,4.5,41331
Samsung,M14,Pro,8,256,Reliance Digital,Used,4000,64,2025,1025,3.5,14152
Oppo,Find X5,Pro Max,8,64,Reliance Digital,Used,4000,200,2022,4093,3.6,103500
Vivo,V29,Neo,4,64,Croma,Used,6000,200,2021,7082,4.8,31750
Samsung,A25,Pro,8,256,Offline Store,Good,5000,48,2021,673,3.8,24738
Samsung,Z22,FE,12,256,Tata Cliq,Used,4500,48,2022,7434,4,110500
Google,Pixel 8,Ultra,4,256,Official Store,Like New,4000,108,2022,3591,4.6,90767
Apple,i11,Ultra,6,128,Tata Cliq,Used,6000,200,2023,9355,4.1,43000
Samsung,F24,T,6,128,Flipkart,Like New,5500,108,2021,4705,4.4,151250
Samsung,Y30,Ultra,12,128,Croma,Refurbished,4500,48,2022,1163,4.3,23800
Oppo,Reno 11,Neo,6,256,Croma,Used,5000,200,2025,8928,4.9,34900
Google,Pixel 9,Pro Max,6,256,Reliance Digital,Refurbished,5200,48,2022,2081,4.7,101950
Nothing,Phone 2,Neo,6,128,Tata Cliq,Used,5000,12,2023,6572,4.7,31750
Google,Pixel 8,T,12,512,Official Store,Good,5000,200,2023,3364,3.8,68750
Xiaomi,Mi 13,X,4,256,Flipkart,Refurbished,4500,200,2021,4964,4.7,73000
Google,Pixel 7,Plus,6,128,Croma,Used,4000,64,2023,7499,4.3,55000
OnePlus,OnePlus 10,Lite,8,128,Offline Store,Good,5000,108,2021,2682,4.3,45400
Oppo,Reno 9,Pro,8,64,Offline Store,Like New,4500,200,2023,5260,3.5,40676
Samsung,Y15,Base,8,256,Flipkart,Refurbished,6000,200,2021,239,4.7,10026
Motorola,Edge 40,Pro Max,12,64,Amazon,Like New,4500,64,2023,1484,4.5,47133
Vivo,V40,Base,4,256,Offline Store,Good,5200,12,2025,5512,4,37000
Google,Pixel 7,Plus,8,512,Reliance Digital,Good,6000,200,2022,4665,4.7,55000
Apple,i14,Base,6,512,Tata Cliq,Like New,5000,12,2023,6268,4.6,58256
Vivo,V40,Neo,8,128,Flipkart,Good,4500,64,2023,6802,4.5,39494
Samsung,F22,Pro Max,4,512,Tata Cliq,Like New,5500,200,2025,4365,4.3,165500
Samsung,A15,Base,4,512,Flipkart,Good,6000,108,2021,1818,3.6,12586
Apple,i16,Lite,8,512,Amazon,Refurbished,4000,12,2024,1251,3.7,67450
Realme,GT Neo 3,Lite,8,64,Official Store,Used,4500,12,2023,2855,4.7,21250
Vivo,V40,Ultra,6,256,Croma,Good,4500,108,2022,5687,4.2,62200
Samsung,A25,Pro Max,6,128,Reliance Digital,Used,6000,64,2025,8927,4.5,26000
Xiaomi,Redmi Note 13,FE,8,128,Tata Cliq,Like New,5000,200,2023,9702,4.9,17192
OnePlus,X,Base,8,256,Croma,Refurbished,5200,200,2022,5785,4,25000
Samsung,Y30,Base,6,128,Croma,Good,4000,108,2025,8123,4.1,14164
Samsung,S22,T,6,128,Amazon,Good,5000,48,2021,214,3.6,47511
Vivo,V40,T,4,512,Official Store,Refurbished,4000,12,2021,1865,3.8,47500
Samsung,F24,Pro Max,8,256,Tata Cliq,Good,4000,12,2022,8332,4,188750
OnePlus,OnePlus 11,Pro,12,512,Offline Store,Like New,5500,48,2021,7967,4.8,62984
Samsung,S25,Neo,4,512,Tata Cliq,Good,5500,200,2025,8628,4.1,84250
Vivo,V30,Lite,12,128,Flipkart,Like New,4500,108,2022,1962,4.8,39900
Google,Pixel 8,Ultra,6,128,Tata Cliq,Like New,6000,200,2022,2257,4.3,89400
Samsung,Y30,Lite,12,128,Tata Cliq,Like New,5500,108,2024,8934,3.7,18769
Samsung,Z22,T,4,256,Croma,Refurbished,6000,12,2025,3370,3.6,126250
Apple,i13,Neo,8,64,Offline Store,Good,5000,200,2021,8020,5,47500
Vivo,V30,Ultra,8,64,Tata Cliq,Like New,5200,108,2022,4945,3.7,57499
Vivo,V40,Pro Max,6,128,Tata Cliq,Used,4500,108,2024,4731,4.5,60100
Oppo,Reno 9,X,6,64,Croma,Good,5200,200,2024,1794,4.8,39905
OnePlus,X2,T,12,256,Flipkart,Like New,4500,200,2025,7657,4.6,42918
Samsung,Y15,Pro,12,64,Reliance Digital,Used,4500,108,2023,9889,4.3,14146
OnePlus,OnePlus 8,Pro,6,512,Reliance Digital,Refurbished,5200,12,2024,3820,4.3,46300
Samsung,A15,T,12,64,Reliance Digital,Used,4500,64,2023,9684,4.9,13750
Poco,X4,Ultra,12,512,Offline Store,Used,4000,12,2022,5530,3.9,20431
Oppo,Reno 9,Ultra,4,256,Official Store,Used,5000,48,2021,5480,4.2,46200
Vivo,V30,Ultra,4,256,Amazon,Like New,5000,64,2022,6400,4.3,57302
Realme,GT Neo 3,T,8,256,Amazon,Refurbished,5500,108,2022,9329,4.3,28772
Google,Pixel 9,Plus,6,64,Amazon,Like New,4500,64,2022,406,4.9,78602
Samsung,S25,Plus,6,128,Flipkart,Like New,4000,48,2021,8667,4.4,97676
Samsung,A25,Pro,6,512,Reliance Digital,Used,5200,48,2023,3422,4.9,24550
Samsung,S25,Lite,12,256,Amazon,Used,4500,48,2023,2316,3.9,84250
OnePlus,OnePlus 11,FE,12,512,Amazon,Like New,6000,108,2024,8176,4.5,51828
Samsung,S24,T,12,64,Flipkart,Refurbished,5200,48,2022,5071,4,57500
Samsung,A15,T,6,512,Tata Cliq,Refurbished,6000,12,2021,6222,4.6,16768
Oppo,Find X5,Plus,8,512,Flipkart,Refurbished,5000,48,2023,2181,4.8,79000
Samsung,S22,FE,6,512,Amazon,Refurbished,5200,12,2021,5463,4.4,39000
Google,Pixel 10,X,4,64,Reliance Digital,Good,4500,48,2025,7074,4.7,97700
Samsung,A55,T,12,512,Offline Store,Used,5200,108,2025,7436,3.6,35000
Samsung,Y15,Ultra,4,128,Flipkart,Good,5200,48,2023,6698,4.8,16194
Vivo,V50,FE,8,256,Tata Cliq,Used,5200,48,2024,2082,4.4,44500
Realme,GT Neo 3,Plus,4,64,Flipkart,Like New,5200,200,2022,4233,3.9,26378
OnePlus,T8,Pro Max,12,512,Tata Cliq,Refurbished,5200,48,2025,5749,4.5,57000
Samsung,A35,FE,4,512,Amazon,Used,4500,48,2025,4240,4.9,21400
Xiaomi,Mi 13,Pro,6,256,Flipkart,Refurbished,4500,12,2021,4761,4.7,76000
Vivo,V50,T,4,128,Offline Store,Refurbished,4000,48,2024,1364,4.4,51250
Samsung,Z22,Base,12,64,Offline Store,Good,4500,48,2024,9231,4.1,100000
Realme,GT Neo 3,Plus,12,64,Tata Cliq,Refurbished,5200,108,2024,9977,4.4,28490
Apple,i17,Pro,12,128,Official Store,Like New,5000,12,2023,4227,3.6,190750
Samsung,A25,Lite,12,512,Offline Store,Used,6000,12,2023,7243,3.6,18080
Samsung,A25,Lite,6,64,Offline Store,Refurbished,5000,64,2023,5387,3.5,16000
Nothing,Phone 2,X,8,128,Official Store,Like New,5500,108,2023,1418,3.9,45945
Samsung,Y15,Lite,6,256,Flipkart,Like New,5500,64,2022,9424,3.7,9352
OnePlus,T10,Base,12,256,Flipkart,Used,5500,64,2024,498,4.7,45000
Samsung,F23,X,12,128,Tata Cliq,Used,4500,108,2023,2857,4.6,144500
Apple,i15,Base,6,64,Offline Store,Like New,4500,108,2024,7602,3.9,45000
Apple,i15,T,4,64,Official Store,Refurbished,6000,64,2025,3254,4.5,57500
Apple,i15,FE,12,512,Offline Store,Used,4000,64,2024,5338,3.7,50000
Samsung,F22,Plus,12,128,Official Store,Used,5000,48,2025,4174,4.9,127000
Google,Pixel 9,Plus,12,256,Offline Store,Like New,5200,64,2022,782,4,78312
Samsung,S21,Base,4,64,Croma,Like New,4500,200,2024,3969,4.5,35518
Google,Pixel 9,Neo,4,128,Flipkart,Good,5000,48,2025,3899,4,67450
OnePlus,OnePlus 8,Pro Max,12,128,Reliance Digital,Used,5500,200,2025,4959,4.6,53900
OnePlus,X,Plus,8,64,Croma,Good,5500,12,2021,3131,4.9,34059
Samsung,Y30,X,6,256,Croma,Like New,4500,108,2021,8150,4.9,24123
Samsung,F23,Plus,12,256,Tata Cliq,Used,4000,200,2022,9043,3.9,133000
Samsung,A15,X,6,512,Croma,Good,4000,108,2025,7019,3.7,15937
Apple,i17,T,4,512,Offline Store,Like New,5200,48,2022,3691,3.7,176250
Vivo,V27,Neo,8,64,Official Store,Like New,5500,200,2023,2933,4.3,32599
Google,Pixel 7,Pro,4,256,Reliance Digital,Like New,5000,48,2022,4296,3.9,62500
Poco,X4,Ultra,6,64,Amazon,Good,5200,200,2024,366,4.1,20784
Apple,i17,Pro Max,4,512,Croma,Refurbished,5000,48,2024,3184,4.6,219750
Realme,GT 2,X,6,128,Croma,Good,4500,200,2025,9515,3.6,25605
Samsung,F24,FE,4,64,Flipkart,Refurbished,5500,48,2021,176,4.4,132500
Realme,GT Neo 3,Ultra,6,64,Reliance Digital,Good,6000,48,2024,4890,3.9,35958
OnePlus,OnePlus 10,Neo,8,512,Offline Store,Used,5200,108,2024,6322,4,45400
OnePlus,OnePlus 8,X,6,512,Croma,Like New,5200,64,2022,456,3.6,46654
Motorola,G71,T,8,512,Croma,Used,6000,48,2023,1213,3.6,17734
Samsung,Y20,Base,6,128,Amazon,Refurbished,4500,12,2021,2269,4,9056
Oppo,Find X5,T,12,256,Reliance Digital,Used,5500,64,2025,7968,3.7,82500
